census_tract,year,scenario,group,resp,rend,income_per_capita,income_class
350600305000034,2000,original,1a2sm,23,6078,264.2608695652174,from 1 to 2 mw
350600305000034,2000,original,2a3sm,18,6939,385.5,from 2 to 3 mw
350600305000034,2000,original,3a5sm,35,20768,593.3714285714286,from 3 to 5 mw
350600305000034,2000,original,5a10sm,44,46972,1067.5454545454545,from 5 to 10 mw
350600305000034,2000,original,10a15s,17,31920,1877.6470588235295,from 10 to 15 mw
350600305000034,2000,original,15a20s,4,0,0,from 0 to 0.5 mw
350600305000034,2000,original,aci20s,2,0,0,from 0 to 0.5 mw
350600305000037,2000,original,meioa1,21,3048,145.14285714285714,from 0.5 to 1 mw
350600305000037,2000,original,1a2sm,20,5138,256.9,from 1 to 2 mw
350600305000037,2000,original,2a3sm,22,8675,394.3181818181818,from 2 to 3 mw
350600305000037,2000,original,3a5sm,31,17935,578.5483870967741,from 3 to 5 mw
350600305000037,2000,original,5a10sm,47,51620,1098.2978723404256,from 5 to 10 mw
350600305000037,2000,original,10a15s,10,18216,1821.6,from 10 to 15 mw
350600305000037,2000,original,15a20s,7,18600,2657.1428571428573,from 10 to 20 mw
350600305000037,2000,original,aci20s,5,25861,5172.2,above 20 mw
350600305000076,2000,original,meioa1,18,2620,145.55555555555554,from 0.5 to 1 mw
350600305000076,2000,original,1a2sm,16,3919,244.9375,from 1 to 2 mw
350600305000076,2000,original,2a3sm,25,9825,393,from 2 to 3 mw
350600305000076,2000,original,3a5sm,38,22923,603.2368421052631,from 3 to 5 mw
350600305000076,2000,original,5a10sm,69,77038,1116.4927536231885,from 5 to 10 mw
350600305000076,2000,original,10a15s,17,32680,1922.3529411764705,from 10 to 15 mw
350600305000076,2000,original,15a20s,8,21680,2710,from 10 to 20 mw
350600305000076,2000,original,aci20s,10,53800,5380,above 20 mw
350600305000075,2000,original,meiosm,2,0,0,from 0 to 0.5 mw
350600305000075,2000,original,meioa1,31,4629,149.32258064516128,from 0.5 to 1 mw
350600305000075,2000,original,1a2sm,36,8726,242.38888888888889,from 1 to 2 mw
350600305000075,2000,original,2a3sm,30,11857,395.23333333333335,from 2 to 3 mw
350600305000075,2000,original,3a5sm,75,44349,591.32,from 3 to 5 mw
